A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3,E1,E2,E3,F1,F2,F3,G1,G2,G3,H1,H2,H3,PCI
0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.0,0.0,0.0,0.11,0.0,0.132,0.0,0.24,0.0,0.16,0.12,0.0,0.0,0.123,0.33,0.0,0.01,0.0,0.0,0.2,0.123,0.0,0.0,48.0
0.0,0.0,0.32,0.0,0.0,0.0,0.242,0.0,0.432,0.155,0.12,0.15,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.0,0.0,0.18,0.0,0.64,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.0,0.17,0.1232,0.515,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,74.0
0.0,1.2,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.4,0.0,0.0,0.15,0.41,0.0,0.23,0.23,0.2,0.012,0.0,0.0,0.52,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,58.0
0.0,0.0,0.0,0.0,0.0,0.23,0.4031,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.12,0.0,0.0,0.0,0.151,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.18,0.12,0.482,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.0,0.0,0.0,0.23,0.934,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.1233,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.008,0.0,0.0,54.0
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,86.0
0.0,0.0,0.85,0.0,0.0,0.23,0.443,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.0,0.0,0.0,1.23,0.0,0.23,0.0,0.15,0.0,0.2,0.21,0.351,0.0,0.255,0.565,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,80.0
0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.0,0.2,0.145,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,62.0
0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,90.0
0.0,0.0,0.33,0.15,0.0,0.23,0.63,0.0,0.62,0.32,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,67.0
0.0,0.25,0.0,0.96,0.0,0.0,0.0,0.16,0.0,0.3733,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,78.0
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.33,0.0,0.23,0.583,0.1,0.0,0.23,0.48,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,80.0
0.0,0.0,0.12,0.0,0.0,0.0,0.85,0.23,0.0,0.0,0.38,0.62,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
0.0,0.0,0.0,0.0,0.63,0.0,0.52,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,52.0
0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.62,0.26,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.2956,0.89,0.0,0.15,0.0,0.0,0.11,0.15,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,71.0
0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.33,0.15,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,64.0
0.0,0.0,0.0,0.0,0.0,0.18,0.55,0.0,0.23,0.0,0.0,0.75,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.241,0.0,0.0,0.0,0.731,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
0.0,0.41,0.0,0.0,0.0,0.0,1.17,0.0,0.3,0.0,1.387,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251,0.66,0.0,0.36,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.23,0.36,0.0,0.0,0.0,0.0,0.5,0.0,0.36,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,58.0
0.0,0.0,0.0,0.15,0.63,0.21,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
0.0,0.0,0.0,0.52,0.0,0.0,0.42,0.0,0.0,0.0,0.6,0.0,0.15,0.0,0.33,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,74.0
0.0,0.0,0.0,0.5,0.6,0.18,0.0,0.0,0.6,0.0,0.6521,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.9,0.6,0.0,0.0,0.0,0.0,0.41,1.51,0.0,0.0,0.652,0.3,0.32,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,66.0
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.0,0.0,0.0,0.25,0.36,0.15,1.18,0.0,0.15,0.0,0.0,0.233,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.15,0.81,0.33,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.52,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.6256,0.561,0.0,0.0,0.16,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,1.47,0.0,0.11,0.0,0.63,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,70.0
0.0,0.0,0.0,0.0,0.15,0.0,0.056,0.36,0.33,0.0,0.36,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.15,0.0,0.0,0.36,0.51,0.0,0.3,0.32,0.0,0.15,0.32,0.48,0.0,0.0,0.01,0.0,0.0,0.3,0.0,0.015,0.15,0.0,66.0
