IRI0,Rainfall,Temperature min,Temperature max,Truck CV,Target IRI
4.44,1514.5,3956,2548,575,4.6
4.07,1514.5,3956,2548,575,4.7
4.02,1483,3956,2548,575,4.2
4.31,1483,3956,2548,575,4.7
3.78,1483,3956,2548,575,3.8
4.25,1483,3956,2548,575,6
4.04,1483,3956,2548,575,5.1
3.7,1483,3956,2548,575,4.3
4.57,1483,3956,2548,575,6.8
4.65,1483,3956,2548,575,5.3
4.97,1483,3956,2548,575,6.1
4.38,1483,3956,2548,575,5.8
4.71,1483,3956,2548,575,5.8
4.78,1483,3956,2548,1346,5.4
4.97,1483,3956,2548,1346,5.6
4.54,1483,3956,2548,1346,5.5
4.71,1483,3956,2548,1346,5.6
4.82,1483,3956,2548,1346,6.1
4.52,1483,3956,2548,1346,5.3
5.22,1483,3956,2548,1346,5.9
4.5,1483,3956,2548,1346,5.8
4.31,1483,3956,2548,1346,4.6
4.52,1483,3956,2548,1346,5.5
4.26,1483,3956,2548,1346,5.7
5.53,1483,3956,2548,1346,7.5
4.57,1483,3956,2548,1346,5.3
4.07,1483,3956,2548,1346,6.1
4.55,1483,3956,2548,1346,5.7
5.85,1483,3956,2548,1346,6.4
5.82,2086.2,2936,5378,1346,7.2
5.7,2086.2,2936,5378,1346,6.8
5.02,2086.2,2936,5378,1346,6.6
5.1,2086.2,2936,5378,1346,6.3
4.71,2086.2,2936,5378,1346,6.8
4.09,2086.2,2936,5378,1346,6.3
5,2086.2,2936,5378,1346,5.4
3.96,2086.2,2936,5378,1346,5
4.14,2086.2,2936,5378,1346,6
4.68,2086.2,2936,5378,1346,6
4.73,2086.2,2936,5378,1346,6.8
4.98,2086.2,2936,5378,1346,6.7
4.84,2086.2,2936,5378,1346,5.8
4.92,2086.2,2936,5378,1346,5.6
4.78,2086.2,2936,5378,1346,6.4
4.82,2086.2,2936,5378,1346,6.2
4.66,2086.2,2936,5378,1346,6.6
5.45,2086.2,2936,5378,1346,7.4
5.14,2086.2,2936,5378,1346,8.3
6.9,2086.2,2936,5378,1346,9.8
7.94,2086.2,2936,5378,1346,10
6.74,2086.2,2936,5378,1346,7.4
7.96,2086.2,2936,5378,1346,9.9
8.63,2086.2,2936,5378,1346,9.5
9.35,2086.2,2936,5378,1346,12.2
8.46,3331,2948,5136,1346,10.4
6.34,3331,2948,5136,1346,9.3
8.39,3331,2948,5136,1346,10.1
7.74,3331,2948,5136,1346,10.8
7.88,3331,2948,5136,1346,9.3
9.26,3331,2948,5136,1346,9.8
1.75,3331,2948,5136,1346,10.7
8.38,3331,2948,5136,1346,8.6
6.15,4231,2970,4899,1346,8.1
4.95,1691.4,2226,6443,411,5.9
4.6,1691.4,2226,6443,411,5.2
4.82,1691.4,2226,6443,411,5.7
5.62,1691.4,2226,6443,411,6.6
5.59,1691.4,2226,6443,411,6.1
4.7,1691.4,2226,6443,411,5
5.13,1691.4,2226,6443,411,5.3
4.47,1691.4,2226,6443,411,5.2
4.62,1691.4,2226,6443,411,5.3
4.65,1691.4,2880,5238,108,5.4
5.29,1691.4,2880,5238,108,6.5
5.02,1691.4,2880,5238,108,6.3
4.36,1691.4,2880,5238,108,6.7
4.41,1691.4,2880,5238,108,5.4
3.99,1691.4,2880,5238,108,5.4
4.94,1691.4,2880,5238,108,6.4
3.98,1691.4,2880,5238,108,4.1
4.44,1691.4,2880,5238,108,4.9
4.2,1691.4,2880,5238,108,5.3
4.02,1709.9,2880,5238,108,4.9
3.82,1709.9,2880,5238,108,4.3
3.96,1709.9,2880,5238,108,4.4
3.99,1709.9,2880,5238,108,5.6
4.06,1709.9,2880,5238,108,4.6
3.94,1709.9,2880,5238,108,5.5
4.1,1709.9,2880,5238,108,5.5
4.17,1709.9,2880,5238,108,5.2
4.22,1709.9,2880,5238,108,5.3
4.17,1709.9,2880,5238,108,5.2
3.98,1709.9,2880,5238,108,5.3
3.83,1709.9,2880,5238,108,4.4
3.88,1709.9,2880,5238,108,4.6
4.95,1709.9,2880,5238,108,5.1
4.02,1709.9,2880,5238,108,4.9
4.04,1709.9,2880,5238,108,4.7
4.06,1709.9,2880,5238,108,5.1
3.7,1709.9,2880,5238,108,4.2
3.8,1709.9,2880,5238,108,4.3
3.88,1709.9,2880,5238,108,5.2
3.74,1709.9,2880,5238,108,4.4
4.09,561.5,4314,0,850,6.1
4.28,561.5,4314,0,850,5.8
4.44,561.5,4314,0,850,4.7
4.9,561.5,4314,0,850,5.4
4.04,1264.3,4314,0,850,5.2
5.03,1264.3,4314,0,850,5.1
3.61,1264.3,4314,0,850,4.5
4.31,1264.3,4314,0,850,5.7
4.52,1264.3,4314,0,850,4.7
4.2,1264.3,4314,0,850,4.6
4.54,1264.3,4314,0,850,5
3.93,1264.3,4314,0,850,5.8
4.28,1264.3,4314,0,850,4.7
4.39,1264.3,4314,0,850,4.7
4.79,1264.3,4314,0,850,4.9
4.71,1264.3,4314,0,850,5.1
4.31,1716.4,1941,6462,189,4.5
4.18,1716.4,1941,6462,189,4.3
4.15,1716.4,1941,6462,189,4.4
5.94,1716.4,1941,6462,189,6
4.95,1716.4,1941,6462,189,5.6
5.21,1716.4,1941,6462,189,5.6
7.59,1023.9,4515,0,189,8.4
7.22,1023.9,4515,0,189,8.3
7.4,1023.9,4515,0,189,7.8
7.94,1023.9,4515,0,189,8
6.89,1023.9,4515,0,189,8.2
7.75,1023.9,4515,0,189,8.1
8.58,1023.9,4515,0,189,10.2
8.07,1023.9,4515,0,189,10.6
8.68,1023.9,4515,0,189,10.1
9.08,1023.9,4515,0,189,9.2
7.99,1023.9,4515,0,189,9.9
6.6,1023.9,4992,0,189,6.8
5.88,1023.9,4992,0,189,7.4
5.77,1023.9,4992,0,189,6.3
7.08,1023.9,4992,0,189,8.2
6.25,1023.9,4992,0,76,7.2
6.3,1023.9,4992,0,76,7.5
6.25,1023.9,4992,0,76,7.3
6.62,1023.9,4992,0,76,7.4
6.54,1023.9,4992,0,76,8.1
6.54,1023.9,4992,0,76,8.6
6.42,1023.9,4992,0,76,8
6.7,1023.9,4992,0,76,7.6
6.25,1023.9,4992,0,76,8
6.06,1023.9,4992,0,76,7.4
6.07,1023.9,4992,0,76,8.4
5.13,1023.9,4992,0,76,8
6.28,1023.9,4992,0,76,7.3
6.94,1023.9,4992,0,76,8.1
7.08,1023.9,4992,0,76,7.9
7.61,1023.9,4992,0,76,8.3
6.73,1023.9,4992,0,76,7
6.17,1023.9,4992,0,76,8.1
6.28,1023.9,4992,0,76,7.2
4.792,1695.8,3329,5511,352,4.8
4.392,1695.8,3329,5511,352,5.2
4.488,1695.8,3329,5511,352,5
4.328,1684.9,3671,5354,352,5.2
5.464,1684.9,3671,5354,352,5.9
6.744,1684.9,3671,5354,337,9.2
8.488,1684.9,3671,5354,337,9.2
9.08,1684.9,3671,5354,337,11.1
9.4,1684.9,3671,5354,337,10
8.088,1684.9,3671,5354,337,9.9
8.456,1684.9,3671,5354,337,8.9
9.448,1684.9,3671,5354,337,10.2
7.624,1684.9,3671,5354,337,7.9
7.384,1684.9,3671,5354,337,7.9
7.432,639.7,3671,5354,337,8.9
8.104,639.7,3671,5354,337,8.4
7.368,639.7,3671,5354,337,9.5
8.632,639.7,3671,5354,337,8.8
7.096,639.7,3671,5354,337,7.9
6.904,639.7,3671,5354,337,8.7
7.144,639.7,3671,5354,337,9.1
6.984,639.7,3671,5354,337,8
7.752,639.7,3671,5354,337,8.6
7.816,639.7,3671,5354,337,8.3
6.92,639.7,3671,5354,337,10.6
7.32,639.7,3671,5354,337,7.6
7.032,639.7,3671,5354,337,9.2
7.464,639.7,3671,5354,337,7.6
6.872,639.7,3671,5354,337,7.4
7.272,639.7,3671,5354,337,8.1
7.08,639.7,3671,5354,337,7.8
6.968,639.7,3671,5354,337,11.5
9.224,639.7,3671,5354,337,11.3
9.208,639.7,3671,5354,337,9.9
8.6,639.7,3671,5354,337,8.9
8.824,639.7,3671,5354,337,9.1
7.416,639.7,3671,5354,337,8.7
7.672,639.7,3671,5354,337,11.8
5.096,1096.4,2226,6443,86,6.1
5.608,1096.4,2226,6443,86,6.5
5.464,1096.4,2226,6443,86,7.2
6.168,1096.4,2226,6443,86,7.3
5.56,1096.4,2226,6443,86,6.7
5.72,1096.4,2226,6443,86,7.3
6.376,1096.4,2226,6443,86,8.1
7.064,1096.4,2226,6443,86,8
7.048,1096.4,2226,6443,86,8.6
6.168,1096.4,2226,6443,86,7.4
5.848,1342,3431,5514,1193,8.2
5.496,1342,3431,5514,1193,6.2
4.664,1342,3431,5514,1193,6.2
4.024,1342,3431,5514,1193,4.4
6.888,1342,3431,5514,1193,8.4
7.032,1342,3431,5514,1193,7.5
6.808,1342,3431,5514,1193,8.2
7.112,1342,3431,5514,1193,7.3
6.216,1342,3431,5514,1193,7.5
6.216,1342,3431,5514,958,7.5
6.36,1342,3431,5514,958,7.2
7.192,1431.2,3431,5514,958,8.8
7.752,1431.2,3431,5514,958,9.3
6.92,1431.2,3431,5514,958,8.3
5.656,1431.2,3431,5514,958,6.5
5.432,1431.2,3431,5514,958,8.5
4.968,1431.2,3431,5514,958,5.2
4.584,1431.2,3431,5514,958,5.7
4.728,1431.2,3408,2640,958,5
4.984,1431.2,3408,2640,958,5.4
6.28,1431.2,3408,2640,958,7.5
4.968,1431.2,3408,2640,163,5.7
5.16,1431.2,3408,2640,163,6.1
4.904,1431.2,3408,2640,163,7.2
5.208,1431.2,3408,2640,163,6
5.176,1431.2,3408,2640,163,5.5
5.176,1431.2,3408,2640,163,5.4
4.728,1431.2,3408,2640,163,6.2
5.368,1431.2,3408,2640,163,5.9
5.208,1431.2,3408,2640,163,5.9
4.888,1431.2,3408,2640,163,6.1
4.84,1431.2,3408,2640,163,6.9
5.048,1431.2,3408,2640,163,6.8
5.272,1431.2,3408,2640,163,6.7
5.224,1431.2,3408,2640,163,6.4
5.288,1356.4,3408,2640,163,6.7
5.48,1356.4,3408,2640,163,7.1
5.592,1356.4,3408,2640,163,7.5
6.44,1356.4,3408,2640,163,8.3
6.12,1356.4,3408,2640,163,7.9
6.92,1356.4,3408,2640,163,7.5
4.264,1356.4,3476,5266,163,5.1
4.104,1356.4,3476,5266,163,5.5
4.632,1356.4,3476,5266,163,5.2
4.872,1356.4,3476,5266,163,5.3
4.52,1356.4,3476,5266,163,4.9
4.552,1356.4,3476,5266,163,5.2
4.376,1356.4,3476,5266,163,4.6
4.024,1356.4,3476,5266,163,5.3
4.216,1356.4,3476,5266,163,5.6
5.096,1356.4,3476,5266,163,7.2
4.984,1356.4,3476,5266,163,5.6
5.64,1356.4,3476,5266,163,6.4
4.888,1356.4,3476,5266,163,6.4
5.4,2093.4,3476,5266,163,5.5
5.592,2093.4,3476,5266,163,5.6
4.552,2093.4,3476,5266,163,6
4.408,2093.4,3476,5266,163,7.9
4.584,2093.4,3476,5266,163,7.3
5.944,2093.4,3476,5266,163,7.6
6.28,2093.4,3476,5266,163,7.2
5.016,2093.4,3476,5266,163,5.5
4.632,2093.4,3476,5266,163,4.7
4.632,2093.4,3476,5266,163,5.3
4.904,2093.4,3476,5266,163,5
4.168,2093.4,3476,5266,163,5.6
5.032,2093.4,3476,5266,163,6
4.408,2283.4,3476,5266,163,5.9
4.968,2283.4,3476,5266,163,5.8
5.16,2283.4,3476,5266,163,6.9
5.832,2283.4,3476,5266,163,7.1
5.32,2283.4,3476,5266,163,7.9
6.12,2283.4,3476,5266,163,9.8
5.816,2283.4,3476,5266,163,13.4
9.56,2283.4,3476,5266,163,10.7
8.952,2283.4,3476,5266,163,9.9
8.056,2283.4,3476,5266,163,12.1
9.368,2283.4,3476,5266,163,13.4
11.592,2283.4,3476,5266,245,12.8
10.808,2283.4,3476,5266,245,12.1
9.944,2283.4,3476,5266,245,12.9
10.648,2283.4,3476,5266,245,13.3
10.04,2283.4,3476,5266,245,14
9.528,2283.4,3476,5266,245,12.1
11.112,2283.4,3476,5266,245,11.8
9.592,2283.4,3476,5266,245,13.4
10.232,2283.4,3476,5266,245,12.1
10.072,2283.4,3476,5266,245,13
11.112,2283.4,3476,5266,245,13.8
10.232,2283.4,3476,5266,245,11.9
11.368,2283.4,3476,5266,245,13.3
10.472,4231,3476,5266,245,13.6
10.104,4231,3476,5266,245,11.9
9.944,4231,3476,5266,245,11.7
9.8,4231,3476,5266,245,12.4
9.736,4231,4125,2722,245,10.4
8.776,4231,4125,2722,245,10.1
8.232,4231,4125,2722,245,9.3
7.096,4231,4125,2722,245,9.5
6.984,4231,4125,2722,245,8.3
7.864,4231,4125,2722,245,9.7
6.232,4231,4125,2722,245,12.4
6.824,4231,4125,2722,245,8.7
7.528,4231,4125,2722,245,7.9
7.816,4231,4125,2722,245,8.8
8.296,4231,4125,2722,245,10.4
7.512,4231,4125,2722,245,8
6.968,4231,4125,2722,245,9.1
4.84,1671.6,3757,2728,61,5
5.432,1671.6,3757,2728,61,7.1
5.512,1671.6,3757,2728,61,7.3
5.624,1671.6,3757,2728,61,7.2
6.184,1671.6,3757,2728,61,6.7
5.352,1671.6,3757,2728,213,6.2
5.112,1671.6,3757,2728,213,6.2
5.496,1671.6,3757,2728,213,5.7
5.656,1671.6,3757,2728,213,6.8
5.848,1671.6,3757,2728,213,6.2
7.064,1610.7,3548,5333,231,8.9
5.832,1610.7,3548,5333,231,9.9
8.52,1610.7,3548,5333,231,10.1
7.576,1610.7,3548,5333,231,10.3
7.112,1610.7,3548,5333,231,9.8
7.976,1610.7,3548,5333,231,11
6.376,1610.7,3548,5333,231,9.7
7.336,1610.7,3548,5333,231,8.9
6.088,1610.7,3548,5333,231,8.6
6.456,1610.7,3548,5333,231,9.5
6.856,2063.3,3407,5486,350,8.8
7.32,2063.3,3407,5486,350,7.8
6.728,2063.3,3407,5486,350,8.2
6.584,2063.3,3407,5486,350,8.4
6.536,2063.3,3407,5486,350,8.7
6.328,2063.3,3407,5486,350,7.2
7.064,2063.3,3407,5486,350,7.6
6.312,2063.3,3407,5486,350,7.3
6.28,2063.3,3407,5486,350,8.5
7.08,2063.3,3407,5486,350,7.7
6.296,2063.3,3407,5486,350,7.5
5.832,2063.3,3407,5486,350,7.3
6.136,2063.3,3407,5486,350,6.6
6.408,2063.3,3407,5486,350,7.1
5.176,2063.3,3407,5486,350,6
5.64,2063.3,3407,5486,350,5.7
6.344,2063.3,3407,5486,350,7.1
6.136,2063.3,3407,5486,350,7.5
5.656,2063.3,3407,5486,350,6.7
6.84,2063.3,3407,5486,350,7.6
6.264,2063.3,3407,5486,350,7.3
7.192,2063.3,3407,5486,350,8.3
6.296,2063.3,3407,5486,350,7.7
6.856,2063.3,3407,5486,350,6.9
6.984,2063.3,3407,5486,350,10.1
7.944,2063.3,3407,5486,350,10.1
8.056,1977.2,3407,5486,350,9.1
7.912,1977.2,3407,5486,350,8.9
7.448,1977.2,3407,5486,350,9.3
8.296,1977.2,3407,5486,350,9.1
7.864,1977.2,3407,5486,350,10.5
8.232,1977.2,3407,5486,350,9.4
8.6,1977.2,3407,5486,350,9.3
7.8,1977.2,3407,5486,350,9.8
8.552,1977.2,3407,5486,350,8.8
8.344,1977.2,3407,5486,350,8.4
7.944,1977.2,3407,5486,350,10.8
4.616,1977.2,3407,5486,350,5.9
5.336,1977.2,3407,5486,350,6.3
5.08,1977.2,3407,5486,350,6.5
5.224,1977.2,3407,5486,350,5.6
6.04,1977.2,3407,5486,350,6.5
5.56,1977.2,3407,5486,350,7.5
6.6,1977.2,3407,5486,350,7.7
6.808,1977.2,3407,5486,350,7.7
5.112,1977.2,3407,5486,350,7.5
4.968,1977.2,3407,5486,350,6.5
5.544,1977.2,3407,5486,350,6.3
5.352,1977.2,3407,5486,350,7.2
5.352,1977.2,3407,5486,350,6.7
5.608,1977.2,3407,5486,350,6.5
6.44,1977.2,3407,5486,350,7.7
5.576,1977.2,3407,5486,350,9.4
6.008,1977.2,3407,5486,350,6.8
6.008,1977.2,3407,5486,350,7.6
5.512,1977.2,3407,5486,350,8.1
5.304,1977.2,3407,5486,350,7.3
5.432,1977.2,3407,5486,350,7.6
5.736,1977.2,3407,5486,350,6.8
5.8,1977.2,3407,5486,350,6.5
5.976,1977.2,3407,5486,350,6.6
5.576,1977.2,3407,5486,350,7.9
5.42,1977.2,3407,5486,350,6.4
6.17,1977.2,3407,5486,350,7.2
5.35,1977.2,3407,5486,350,7.3
5.96,1977.2,3407,5486,350,6.8
6.98,789.2,3407,5486,350,7.7
5.42,789.2,3407,5486,350,8.1
6.49,789.2,3407,5486,350,7.2
5.98,789.2,3407,5486,350,8.1
6.44,789.2,3407,5486,350,8.3
6.87,789.2,3407,5486,350,8.5
5.9,789.2,3407,5486,350,8.7
5.32,789.2,3407,5486,350,8.6
5.72,789.2,3407,5486,350,7
5.56,789.2,3407,5486,350,7.4
5.75,789.2,3407,5486,350,7.1
5.8,789.2,3407,5486,350,6.8
5.34,789.2,3407,5486,350,6.9
4.94,789.2,3407,5486,350,7.4
4.7,789.2,3407,5486,350,7.1
4.79,789.2,3407,5486,350,6.4
4.84,789.2,3407,5486,350,6.3
5.27,789.2,3407,5486,350,5.7
4.79,789.2,3407,5486,350,5
5.19,789.2,3300,0,182,6.2
5.11,1293.6,3300,0,182,7.4
6.58,1293.6,3300,0,182,6.7
5.18,1293.6,3300,0,182,6.1
6.55,1293.6,3300,0,182,7.4
5.77,1293.6,3300,0,182,6.6
7.26,1293.6,3300,0,182,7.6
6.54,1293.6,3300,0,182,8.9
8.52,1293.6,3300,0,182,9.8
8.23,1293.6,3300,0,182,10.5
6.07,1293.6,3300,0,182,8.7
10.18,1293.6,3300,0,182,11.2
8.86,1293.6,3300,0,182,9.4
7.27,1293.6,3300,0,90,10.5
8.74,1293.6,3300,0,90,10.3
9.29,1293.6,3300,0,90,9.9
9.64,1293.6,3300,0,90,9.9
4.25,3492.9,7007,11027,1059,5.3
4.47,3492.9,7007,11027,1059,5.2
5.51,3492.9,7007,11027,1059,7.8
4.5,3492.9,7007,11027,1059,6.3
4.87,3492.9,7007,11027,1059,5.4
4.46,3492.9,7007,11027,1510,5.2
4.26,3492.9,7007,11027,1510,5.9
4.41,3492.9,7007,11027,1510,6.1
3.61,3492.9,7007,11027,1510,4.6
3.66,4154.9,7007,11027,1510,5.2
4.22,4154.9,7007,11027,1510,4.5
7.18,4154.9,6604,11198,1510,11.3
4.87,4154.9,6604,11198,1510,5.5
5.11,4154.9,6604,11198,1510,7.8
4.78,4154.9,6604,11198,1510,8
6.01,4154.9,6604,11198,1510,10.1
4.39,4154.9,6604,11198,1510,5.5
4.1,4154.9,6604,11198,1510,5.2
4.15,4154.9,6604,11198,1510,4.3
4.84,4154.9,6604,11198,1510,5.8
4.33,3232.4,6604,11198,1510,5.6
4.1,3232.4,6604,11198,2197,5.4
4.12,3232.4,6604,11198,2197,5.1
4.42,3232.4,6604,11198,2440,7.2
5.74,3232.4,6604,11198,2440,7.9
4.66,3232.4,6604,11198,2440,6.4
4.66,3232.4,6604,11198,2440,9.6
5.16,3232.4,6604,11198,2440,9.4
5.61,3727.1,6604,11198,2440,6.1
4.38,3727.1,6604,11198,2440,8.6
3.7,3727.1,6604,11198,2440,6.1
3.74,3727.1,6604,11198,2440,4
3.78,3727.1,6895,10901,2440,7.3
4.42,3727.1,6895,10901,2440,8.9
3.53,3727.1,6895,10901,1846,4.2
4.57,1961.9,6895,10901,1269,5.7
3.75,1961.9,7492,11285,1139,5.3
3.22,1961.9,7492,11285,1139,4.3
3.29,2172.7,7492,11285,1139,4.3
3.5,2172.7,7492,11285,1139,5.7
3.5,2172.7,7492,11285,1441,4.7
3.59,2172.7,7492,11285,1441,5.2
6.09,2172.7,7492,11285,1441,12.4
7,2820.9,7492,11285,1441,10.8
7.64,2820.9,7492,11285,1441,10.9
7.03,2820.9,7492,11285,1441,9.1
7,2820.9,7492,11285,1441,9.1
5.86,2820.9,7492,11285,1441,8.5
5.4,2820.9,7492,11285,1441,7.4
5.77,2820.9,7492,11285,1441,9
6.71,2820.9,7492,11285,1441,8.5
5.75,2820.9,7492,11285,1441,6.7
4.78,2820.9,7492,11285,1441,8
5.3,2820.9,7492,11285,1441,8.8
5.18,2820.9,7492,11285,1441,7.5
5.7,2820.9,7492,11285,1441,8.7
6.57,2820.9,7492,11285,1441,9.3
6.34,2820.9,7492,11285,1441,8.8
6.86,2820.9,7492,11285,1441,9.3
5.85,2820.9,7492,11285,1441,9.3
4.41,2820.9,7492,11285,1441,6.3
4.15,2820.9,7492,11285,1441,5.6
5.32,2820.9,7492,11285,1441,7.3
5.67,2820.9,7492,11285,1441,7.2
3.74,3346.9,7492,11285,1224,9.3
3.53,3346.9,7304,11067,1224,6.3
3.7,3346.9,7304,11067,1224,6.6
4.34,3346.9,7304,11067,1224,8.6
5.88,3346.9,7304,11067,1224,9.1
5.46,3346.9,7304,11067,1224,10.4
5.46,3346.9,7304,11067,1224,10.3
5.54,3346.9,7304,11067,1837,8
4.6,3346.9,7304,11067,1837,7.3
4.65,3346.9,7304,11067,1837,8.1
4.55,3346.9,7304,11067,1837,7.4
5.32,3346.9,7304,11067,1837,9.1
4.3,3346.9,7304,11067,1837,7.4
5.37,3346.9,7304,11067,1837,9.3
5.1,3346.9,7304,11067,1837,10.7
5.72,3346.9,7304,11067,1837,11
5.75,3346.9,7304,11067,1837,11.4
4.97,3346.9,7304,11067,1837,9
5.02,3346.9,7304,11067,1837,9.8
5.7,3346.9,7304,11067,1837,7.1
4.54,3346.9,7304,11067,1837,7
4.82,3346.9,7304,11067,1837,8.1
5.32,3346.9,7304,11067,1837,8.3
4.89,3346.9,7304,11067,1837,8.9
5.37,3346.9,7304,11067,1837,10.5
6.82,3346.9,7304,11067,1837,11.7
5.19,3346.9,7304,11067,1837,8.7
5.37,3346.9,7304,11067,1837,8.2
5.08,3346.9,7304,11067,1837,9
5.83,3439.4,7304,11067,1837,9.9
5.75,3439.4,7304,11067,1837,14.8
6.89,3439.4,7304,11067,1837,15.1
6.92,3439.4,7304,11067,1837,9.7
6.31,3439.4,7304,11067,1837,13.7
7.11,3439.4,7304,11067,1837,11.1
7.75,3439.4,7304,11067,1837,12.7
4.68,3439.4,7304,11067,1837,8.1
4.89,3439.4,7304,11067,1837,8.4
7.26,3439.4,7304,11067,1837,13.7
7.53,3439.4,7304,11067,1837,14.1
7.93,3439.4,7304,11067,1837,15.3
8.9,3439.4,7304,11067,1837,17.3
7.21,3439.4,7304,11067,1837,16.7
7.94,3439.4,7304,11067,1837,12.8
5.9,3439.4,7304,11067,1837,10.3
6.42,3439.4,7304,11067,1837,12.7
5.88,3439.4,7304,11067,1837,11.2
5.1,3439.4,7304,11067,1837,8.7
4.87,3439.4,7304,11067,1837,7
4.42,3439.4,7304,11067,1837,7.5
4.97,3439.4,7304,11067,1837,8.2
7.59,3439.4,7304,11067,1704,13.7
7.05,3439.4,7304,11067,1704,12.9
5.4,3439.4,7304,11067,1704,9.9
5,3439.4,7304,11067,1704,11.6
5.69,3439.4,7304,11067,1704,12.6
4.97,3439.4,7304,11067,1704,7.4
4.9,3439.4,7304,11067,1704,9.9
5.46,3439.4,7304,11067,1704,10
5.11,3439.4,7304,11067,1704,11.8
6.28,3439.4,7304,11067,1704,15.2
5.11,3439.4,7304,11067,1704,8.1
4.66,3439.4,7304,11067,1704,8.8
5.64,3439.4,7304,11067,1704,11.1
5.59,3439.4,7304,11067,1704,7.9
6.63,3439.4,7304,11067,1704,11.1
6.18,3439.4,7304,11067,1704,9.4
6.7,3439.4,7304,11067,1704,9.6
6.54,3439.4,7304,11067,1704,9.9
4.55,3439.4,7304,11067,1704,6.3
3.98,3439.4,7304,11067,1704,5.7
4.04,3439.4,7304,11067,1704,5.7
6.01,3439.4,7304,11067,1704,9
4.55,3439.4,7304,11067,1704,7
4.15,3439.4,7304,11067,1704,6.3
4.33,3439.4,7304,11067,1704,5.9
4.46,3439.4,7304,11067,1704,6.4
5.1,525.9,7304,11067,1704,6.9
3.91,525.9,7304,11067,1704,4.9
3.35,525.9,7304,11067,1704,4.9
3.91,525.9,7304,11067,1704,6.1
5.19,525.9,7304,11067,1704,11.8
9.22,525.9,7304,11067,1704,11.5
6.81,525.9,7304,11067,1704,11.3
7.02,525.9,7304,11067,1704,13.7
7.78,525.9,7304,11067,1704,10.5
5.35,525.9,7304,11067,1704,11.1
5.19,525.9,7304,11067,1704,9
4.09,525.9,7304,11067,1704,6.3
5.19,525.9,7304,11067,1704,7.6
3.94,525.9,7304,11067,1704,5.1
3.61,525.9,7304,11067,1704,4.6
3.62,525.9,7304,11067,1704,5.5
3.75,525.9,7304,11067,1704,5.4
4.97,525.9,7304,11067,1704,8.2
4.22,525.9,7304,11067,1704,6.1
3.8,525.9,7304,11067,1704,4.8
3.72,525.9,7304,11067,1704,6.1
4.17,525.9,7304,11067,1704,5.5
3.85,525.9,7304,11067,1704,5.5
4.44,525.9,7304,11067,1704,8.6
4.58,525.9,7304,11067,1704,6.5
4.06,525.9,7304,11067,1704,6
4.58,525.9,7304,11067,1704,8
4.23,3103.6,6297,10601,4638,6.4
4.49,3103.6,6297,10601,4638,7.7
5.21,3103.6,6297,10601,4638,9
3.9,3103.6,6297,10601,4638,5.3
4.09,3103.6,6297,10601,4638,5.6
4.95,3103.6,6297,10601,4638,8.7
5.66,3103.6,6297,10601,4638,7.3
5.08,3103.6,6297,10601,4638,7.6
5.22,3103.6,6297,10601,4638,7.8
5.35,3103.6,6297,10601,4638,7.8
6.9,3103.6,6297,10601,4638,9.9
6.06,3103.6,6297,10601,4638,6.9
5.29,3103.6,6297,10601,4638,7.8
6.07,3103.6,6297,10601,4638,10.9
7.38,3103.6,6297,10601,4638,13.7
6.66,4071.9,6297,10601,4638,10.9
6.49,4071.9,6297,10601,4638,13.4
6.14,4071.9,6297,10601,4638,14.4
6.06,4071.9,6297,10601,4638,10.4
6.1,4071.9,6297,10601,4638,12.9
3.85,2768.1,6297,10601,4129,7.1
4.62,2768.1,6297,10601,4129,9.1
4.62,2768.1,6297,10601,4129,6.7
4.07,2768.1,6297,10601,4129,10.2
4.97,2768.1,6297,10601,4129,11.5
5.7,2768.1,6297,10601,4129,10.6
5.14,2768.1,6297,10601,4129,13.6
6.74,2768.1,6297,10601,4129,12.4
7.29,2768.1,6297,10601,4129,12.4
4.6,2768.1,6297,10601,4129,6.9
4.97,2768.1,6297,10601,4129,7.6
5.77,2768.1,6297,10601,4129,8.4
4.73,2768.1,6297,10601,4129,6.8
4.74,2768.1,6297,10601,4129,7.8
5.37,2768.1,6297,10601,4129,8
4.31,2768.1,6297,10601,4129,9.7
4.78,2768.1,6297,10601,4129,8
4.33,2768.1,6297,10601,4129,8.2
3.82,2768.1,6297,10601,4129,7.2
4.44,2768.1,6297,10601,4129,7.1
3.61,2768.1,6297,10601,4129,8.3
4.65,2768.1,6297,10601,4129,12
5.78,2768.1,6297,10601,4129,10.1
5.75,2768.1,6297,10601,4129,9.1
4.5,4016.4,5264,11619,4180,7
3.86,4307.7,5264,11619,1815,5.9
5.74,4307.7,5264,11619,1815,8.2
5.24,4307.7,5264,11619,1815,8.2
4.52,4307.7,5264,11619,1815,5.1
4.38,4307.7,5264,11619,1815,5.3
4.82,3408.2,5264,11619,1815,7.5
4.36,3408.2,5264,11619,1815,7.6
4.84,3408.2,5264,11619,1815,8.6
6.07,3408.2,5264,11619,1815,7.4
4.58,3408.2,5264,11619,1815,5.8
6.46,3408.2,5264,11619,1815,11.9
5.48,3408.2,5264,11619,1815,10.4
5.62,3408.2,5264,11619,1815,8.8
7.24,3408.2,5264,11619,1815,9.5
6.01,3408.2,5264,11619,1815,9.6
5.51,3408.2,5264,11619,1815,8.8
4.14,2863.3,5264,11619,2157,5.7
3.93,2863.3,5264,11619,2157,4.3
3.72,2863.3,5264,11619,2157,4.6
