IRI0,Rainfall,Temperature min,Temperature max,Truck CV,Target IRI
8.38,9797.6,8394,15569,3936,16.27
6.15,11883.7,8600,14847,3936,9.33
3.98,5050.5,9724,15856,560,4.85
4.2,5050.5,9724,15856,560,5.59
3.74,5739.5,9724,15856,560,6.82
4.44,1954.8,12480,0,1965,9.12
4.2,3741.9,12480,0,1965,5.49
4.79,3741.9,12480,0,1965,7.09
4.71,3741.9,12480,0,1965,7.88
7.464,2570.3,10674,16145,866,9.38
5.608,3764.9,11044,16865,625,7.23
6.168,3764.9,11044,16865,625,7.92
6.168,3764.9,11044,16865,625,7.84
6.888,3962.8,10268,16869,4859,14.7
6.36,3962.8,10268,16869,3590,9.03
4.376,3559.1,9307,15195,636,6.48
5.592,5919.8,9307,15195,636,6.4
4.584,5919.8,9307,15195,636,8.35
11.592,8170.2,9307,15195,628,15.35
10.472,11883.7,9307,15195,628,14.03
9.8,11883.7,9307,15195,628,13.99
7.816,11883.7,8600,14847,628,11.2
5.96,5148.3,10509,16566,996,7.15
4.25,1716.4,3329,5511,343,4.4
4.47,1716.4,3329,5511,343,4.7
5.51,1716.4,3329,5511,343,6.4
4.5,1716.4,3329,5511,343,5
4.87,1716.4,3329,5511,343,4.9
4.46,1716.4,3329,5511,556,4.7
4.26,1716.4,3329,5511,556,4.4
4.41,1716.4,3329,5511,556,5.1
3.61,1716.4,3329,5511,556,4
3.66,2075,3329,5511,556,3.9
4.22,2075,3329,5511,556,4.3
7.18,2075,3093,5526,556,7.9
4.87,2075,3093,5526,556,5
5.11,2075,3093,5526,556,6.2
4.78,2075,3093,5526,556,6.2
6.01,2075,3093,5526,556,7.5
4.39,2075,3093,5526,556,4.7
4.1,2075,3093,5526,556,4.5
4.15,2075,3093,5526,556,4.2
4.84,2075,3093,5526,556,4.9
4.33,1399.3,3093,5526,556,4.5
4.1,1399.3,3093,5526,1870,5
4.12,1399.3,3093,5526,1870,4.4
4.42,1399.3,3093,5526,1231,5.5
5.74,1399.3,3093,5526,1231,6.2
4.66,1399.3,3093,5526,1231,4.9
4.66,1399.3,3093,5526,1231,6.5
5.16,1399.3,3093,5526,1231,7.6
5.61,1695.8,3093,5526,1231,6
4.38,1695.8,3093,5526,1231,6.6
3.7,1695.8,3093,5526,1231,4.1
3.74,1695.8,3093,5526,1231,3.8
3.78,1695.8,3374,5438,1231,5.8
4.42,1695.8,3374,5438,1231,4.5
3.53,1695.8,3374,5438,733,4
4.57,1095.6,3374,5438,731,4.7
3.75,1095.6,4007,5798,658,4.4
3.22,1095.6,4007,5798,658,3.5
3.29,1096.4,4007,5798,658,4
3.5,1096.4,4007,5798,658,4
3.5,1096.4,4007,5798,760,4.2
3.59,1096.4,4007,5798,760,3.6
6.09,1096.4,4007,5798,760,9.3
7,1391.6,4007,5798,760,8.3
7.64,1391.6,4007,5798,760,8.1
7.03,1391.6,4007,5798,760,8.2
7,1391.6,4007,5798,760,8.5
5.86,1391.6,4007,5798,760,6.7
5.4,1391.6,4007,5798,760,5.5
5.77,1391.6,4007,5798,760,7.1
6.71,1391.6,4007,5798,760,7.6
5.75,1391.6,4007,5798,760,5.8
4.78,1391.6,4007,5798,760,6.2
5.3,1391.6,4007,5798,760,7.4
5.18,1391.6,4007,5798,760,5.6
5.7,1391.6,4007,5798,760,7
6.57,1391.6,4007,5798,760,7.5
6.34,1391.6,4007,5798,760,6.7
6.86,1391.6,4007,5798,760,8.2
5.85,1391.6,4007,5798,760,6.9
4.41,1391.6,4007,5798,760,5.1
4.15,1391.6,4007,5798,760,4.9
5.32,1391.6,4007,5798,760,6.6
5.67,1391.6,4007,5798,760,6.8
3.74,1691.4,4007,5798,674,5.9
3.53,1691.4,3659,5511,674,4.7
3.7,1691.4,3659,5511,674,4.8
4.34,1691.4,3659,5511,674,7
5.88,1691.4,3659,5511,674,6.5
5.46,1691.4,3659,5511,674,10
5.46,1691.4,3659,5511,674,6
5.54,1691.4,3659,5511,972,6.1
4.6,1691.4,3659,5511,972,6.2
4.65,1691.4,3659,5511,972,7.4
4.55,1691.4,3659,5511,972,6.4
5.32,1691.4,3659,5511,972,7
4.3,1691.4,3659,5511,972,6.9
5.37,1691.4,3659,5511,972,7.2
5.1,1691.4,3659,5511,972,8.1
5.72,1691.4,3659,5511,972,6.8
5.75,1691.4,3659,5511,972,10.5
4.97,1691.4,3659,5511,972,6.3
5.02,1691.4,3659,5511,972,7.1
5.7,1691.4,3659,5511,972,6.3
4.54,1691.4,3659,5511,972,5.6
4.82,1691.4,3659,5511,972,6.3
5.32,1691.4,3659,5511,972,6.4
4.89,1691.4,3659,5511,972,6.9
5.37,1691.4,3659,5511,972,8.9
6.82,1691.4,3659,5511,972,8.8
5.19,1691.4,3659,5511,972,6
5.37,1691.4,3659,5511,972,7.3
5.08,1691.4,3659,5511,972,7.2
5.83,1859.9,3659,5511,972,7.1
5.75,1859.9,3659,5511,972,7.8
6.89,1859.9,3659,5511,972,10.4
6.92,1859.9,3659,5511,972,7.7
6.31,1859.9,3659,5511,972,9.4
7.11,1859.9,3659,5511,972,9.4
7.75,1859.9,3659,5511,972,9.7
4.68,1859.9,3659,5511,972,7.1
4.89,1859.9,3659,5511,972,7.1
7.26,1859.9,3659,5511,972,8.2
7.53,1859.9,3659,5511,972,10.4
7.93,1859.9,3659,5511,972,9.5
8.9,1859.9,3659,5511,972,12.5
7.21,1859.9,3659,5511,972,10.1
7.94,1859.9,3659,5511,972,12.1
5.9,1859.9,3659,5511,972,9
6.42,1859.9,3659,5511,972,8.7
5.88,1859.9,3659,5511,972,7.2
5.1,1859.9,3659,5511,972,7.3
4.87,1859.9,3659,5511,972,6.4
4.42,1859.9,3659,5511,972,5.9
4.97,1859.9,3659,5511,972,6.1
7.59,1859.9,3659,5511,714,9.5
7.05,1859.9,3659,5511,714,7.7
5.4,1859.9,3659,5511,714,7.2
5,1859.9,3659,5511,714,7.5
5.69,1859.9,3659,5511,714,9.1
4.97,1859.9,3659,5511,714,6.3
4.9,1859.9,3659,5511,714,7.9
5.46,1859.9,3659,5511,714,7.6
5.11,1859.9,3659,5511,714,6.8
6.28,1859.9,3659,5511,714,10.5
5.11,1859.9,3659,5511,714,6.3
4.66,1859.9,3659,5511,714,6.9
5.64,1859.9,3659,5511,714,6.9
5.59,1859.9,3659,5511,714,6.8
6.63,1859.9,3659,5511,714,8.1
6.18,1859.9,3659,5511,714,7.1
6.7,1859.9,3659,5511,714,8.5
6.54,1859.9,3659,5511,714,8.9
4.55,1859.9,3659,5511,714,5.9
3.98,1859.9,3659,5511,714,4.8
4.04,1859.9,3659,5511,714,4.9
6.01,1859.9,3659,5511,714,7
4.55,1859.9,3659,5511,714,6.7
4.15,1859.9,3659,5511,714,6.2
4.33,1859.9,3659,5511,714,5.2
4.46,1859.9,3659,5511,714,5.5
5.1,242.4,3659,5511,714,6.3
3.91,242.4,3659,5511,714,4.6
3.35,242.4,3659,5511,714,4.4
3.91,242.4,3659,5511,714,5.2
5.19,242.4,3659,5511,714,9.8
9.22,242.4,3659,5511,714,9.6
6.81,242.4,3659,5511,714,8.2
7.02,242.4,3659,5511,714,9.9
7.78,242.4,3659,5511,714,10
5.35,242.4,3659,5511,714,8.3
5.19,242.4,3659,5511,714,7.2
4.09,242.4,3659,5511,714,5.3
5.19,242.4,3659,5511,714,7.2
3.94,242.4,3659,5511,714,4.8
3.61,242.4,3659,5511,714,4.3
3.62,242.4,3659,5511,714,5.3
3.75,242.4,3659,5511,714,4.6
4.97,242.4,3659,5511,714,7.1
4.22,242.4,3659,5511,714,5
3.8,242.4,3659,5511,714,4.7
3.72,242.4,3659,5511,714,4.8
4.17,242.4,3659,5511,714,5.1
3.85,242.4,3659,5511,714,4.1
4.44,242.4,3659,5511,714,7.2
4.58,242.4,3659,5511,714,4.9
4.06,242.4,3659,5511,714,5.2
4.58,242.4,3659,5511,714,6.5
4.23,1642,3126,5325,2828,6
4.49,1642,3126,5325,2828,7
5.21,1642,3126,5325,2828,7.1
3.9,1642,3126,5325,2828,4.2
4.09,1642,3126,5325,2828,5
4.95,1642,3126,5325,2828,5.5
5.66,1642,3126,5325,2828,6.9
5.08,1642,3126,5325,2828,7.4
5.22,1642,3126,5325,2828,7.5
5.35,1642,3126,5325,2828,7.1
6.9,1642,3126,5325,2828,9.7
6.06,1642,3126,5325,2828,6.8
5.29,1642,3126,5325,2828,7.4
6.07,1642,3126,5325,2828,7.7
7.38,1642,3126,5325,2828,9.6
6.66,2143.5,3126,5325,2828,9.9
6.49,2143.5,3126,5325,2828,8.8
6.14,2143.5,3126,5325,2828,9.8
6.06,2143.5,3126,5325,2828,6.4
6.1,2143.5,3126,5325,2828,10
3.85,1306.1,3126,5325,2370,5.2
4.62,1306.1,3126,5325,2370,7.1
4.62,1306.1,3126,5325,2370,5.7
4.07,1306.1,3126,5325,2370,9.9
4.97,1306.1,3126,5325,2370,10.6
5.7,1306.1,3126,5325,2370,7.9
5.14,1306.1,3126,5325,2370,10
6.74,1306.1,3126,5325,2370,10.5
7.29,1306.1,3126,5325,2370,9.6
4.6,1306.1,3126,5325,2370,6.3
4.97,1306.1,3126,5325,2370,6.4
5.77,1306.1,3126,5325,2370,6.9
4.73,1306.1,3126,5325,2370,6.3
4.74,1306.1,3126,5325,2370,6.2
5.37,1306.1,3126,5325,2370,5.8
4.31,1306.1,3126,5325,2370,7.7
4.78,1306.1,3126,5325,2370,6.9
4.33,1306.1,3126,5325,2370,7.4
3.82,1306.1,3126,5325,2370,6.5
4.44,1306.1,3126,5325,2370,6.8
3.61,1306.1,3126,5325,2370,5.4
4.65,1306.1,3126,5325,2370,8.9
5.78,1306.1,3126,5325,2370,8.6
5.75,1306.1,3126,5325,2370,7.1
4.5,2286.8,2619,5498,2136,4.8
3.86,2198.5,2619,5498,822,5.1
5.74,2198.5,2619,5498,822,7.6
5.24,2198.5,2619,5498,822,7.5
4.52,2198.5,2619,5498,822,4.6
4.38,2198.5,2619,5498,822,4.6
4.82,1934,2619,5498,822,6.6
4.36,1934,2619,5498,822,6.1
4.84,1934,2619,5498,822,7.1
6.07,1934,2619,5498,822,6.8
4.58,1934,2619,5498,822,5.3
6.46,1934,2619,5498,822,9.9
5.48,1934,2619,5498,822,6.2
5.62,1934,2619,5498,822,5.8
7.24,1934,2619,5498,822,9.3
6.01,1934,2619,5498,822,7
5.51,1934,2619,5498,822,6.7
4.14,1502.8,2619,5498,1092,4.8
3.93,1502.8,2619,5498,1092,4
3.72,1502.8,2619,5498,1092,4.1
3.77,1502.8,2619,5498,1092,4.3
4.47,1502.8,2619,5498,1092,5.6
4.38,1502.8,2619,5498,1092,5.7
3.85,1502.8,2619,5498,1092,4.3
3.99,1502.8,2619,5498,917,4.2
4.04,1502.8,2619,5498,917,4.9
3.98,1502.8,2619,5498,917,4.2
4.3,1502.8,2619,5498,917,4.8
4.14,1502.8,2619,5498,917,4.5
4.02,1502.8,2619,5498,917,4.1
3.94,1502.8,2619,5498,917,4.1
4.04,1502.8,2619,5498,917,5.1
4.33,1502.8,2619,5498,917,5
4.25,1342,2619,5498,917,4.7
6.84,1342,2619,5498,1167,8.1
6.49,1342,2619,5498,1167,8.3
5.96,1342,2619,5498,1167,7.5
6.26,1342,2619,5498,1167,7.6
6.31,1342,2619,5498,1167,8.1
6.2,1342,2619,5498,1167,8.1
5.93,1342,2619,5498,1167,7.4
6.86,1342,2619,5498,1167,7.2
6.33,1342,2619,5498,1167,7.7
6.1,1342,2619,5498,1167,6.3
6.25,1342,2619,5498,1167,7.4
6.22,1342,2619,5498,1167,8.1
6.39,1342,2619,5498,1167,8.1
6.95,1342,2619,5498,1167,8
6.74,1941.5,2619,5498,1167,7.6
6.87,1941.5,2619,5498,1167,9.2
6.36,1941.5,2619,5498,1167,8.2
7.05,1941.5,2619,5498,1167,8.2
6.92,1941.5,2619,5498,1167,9.4
6.09,1941.5,2619,5498,1167,8.5
6.1,1941.5,2619,5498,1167,9
6.87,1941.5,2619,5498,1167,8.2
7.59,1941.5,2619,5498,1167,9.2
7.59,1941.5,2619,5498,1167,9.3
6.97,1941.5,2619,5498,1167,9.2
7.1,1941.5,2619,5498,1167,7.5
7.94,1941.5,2619,5498,1167,9.1
7.02,1941.5,2619,5498,1167,9.4
6.22,1941.5,2619,5498,441,7.7
6.66,1941.5,2619,5498,441,8.5
6.2,1941.5,2619,5498,441,6.7
6.02,1941.5,2619,5498,441,7.6
7.75,1941.5,2619,5498,441,9.1
5.11,1941.5,2619,5498,441,11.2
7.37,1941.5,2619,5498,441,9.3
7.11,1941.5,2619,5498,441,9.3
6.52,1941.5,2619,5498,441,8.6
7.02,1941.5,2619,5498,441,11.1
6.26,1941.5,2619,5498,441,8.5
6.46,1941.5,2619,5498,441,8.2
6.46,1941.5,2619,5498,441,8.4
7.13,1941.5,2619,5498,441,9.7
7.85,1941.5,2619,5498,441,10.3
7.85,1941.5,2619,5498,1062,8.3
7.54,1941.5,2619,5498,1062,11
9.61,1941.5,2619,5498,1062,11.4
8.63,1941.5,2619,5498,1062,10.6
7.46,1941.5,2619,5498,1062,9.4
6.98,1941.5,2619,5498,1062,7.9
5.9,1941.5,2619,5498,1062,6.9
6.01,1941.5,2619,5498,1062,7.3
6.39,1941.5,2619,5498,1062,9
6.47,1941.5,2619,5498,1062,9.2
6.82,1941.5,2619,5498,1062,9.3
6.62,1941.5,2619,5498,1062,10.2
6.94,1941.5,2619,5498,1062,9.9
7.16,1941.5,2619,5498,1062,11.7
7.66,1941.5,2619,5498,1062,10.7
7.72,1941.5,2619,5498,1062,9.5
6.31,1941.5,2619,5498,1062,10.3
7.13,1941.5,2619,5498,1062,9.8
7.35,1941.5,2619,5498,1062,8.8
5.58,1941.5,2619,5498,586,7.4
5.62,1941.5,2619,5498,586,7.1
5.34,1941.5,2619,5498,586,7
5.78,1941.5,2619,5498,586,7.7
5.66,870.5,2619,5498,586,8
6.01,870.5,2619,5498,586,8.5
7.43,870.5,2619,5498,586,8.2
8.38,870.5,2619,5498,586,9.2
8.87,870.5,2619,5498,586,11.1
8.84,870.5,2619,5498,586,12.1
9.59,870.5,2619,5498,586,10.5
9.32,870.5,2619,5498,586,11.3
9.5,870.5,2619,5498,586,10.3
9.98,870.5,2619,5498,586,10.2
8.97,870.5,2619,5498,586,12.8
8.5,870.5,2619,5498,586,11.8
10.1,870.5,2619,5498,586,11.5
7.56,870.5,2619,5498,586,12.5
7.56,870.5,2619,5498,586,11.1
8.46,870.5,2619,5498,586,11.8
8.23,870.5,2619,5498,586,11.5
8.63,870.5,2619,5498,586,11.3
8.36,870.5,2619,5498,586,11.1
8.17,870.5,2619,5498,586,11.6
5.8,870.5,2619,5498,586,10.1
9.34,870.5,2619,5498,586,9.9
9.34,870.5,3576,5579,586,11.1
10.18,870.5,3576,5579,586,13.5
10.58,870.5,3576,5579,586,13.5
9.3,870.5,3576,5579,586,12.5
7.91,870.5,3576,5579,586,9.1
4.97,870.5,3576,5579,679,7.9
6.74,870.5,3576,5579,679,9
6.55,870.5,3576,5579,679,8.7
6.84,870.5,3576,5579,679,9.3
6.15,870.5,3576,5579,679,9.1
8.14,870.5,3576,5579,679,8.7
9.27,870.5,3576,5579,679,13
9.46,1569.5,3576,5579,679,12.3
8.42,1569.5,3576,5579,679,12.6
7.96,1569.5,3576,5579,679,10.9
9.82,1569.5,3576,5579,679,12.6
8.39,1569.5,3576,5579,679,13.8
8.94,1569.5,3576,5579,679,12
9.19,1569.5,3576,5579,679,11.3
8.63,1569.5,3576,5579,679,12.6
7.78,1569.5,3576,5579,679,12.4
8.38,1398.4,3576,5579,679,10.3
9.14,1398.4,3576,5579,679,11.5
8.1,1398.4,3576,5579,679,12.1
7.99,1398.4,3576,5579,679,10.3
8.07,1398.4,3576,5579,679,8.2
7.4,1398.4,3576,5579,679,10
6.63,1398.4,3576,5579,679,8.7
6.47,1398.4,3576,5579,679,8.3
6.54,1398.4,3576,5579,679,8.7
6.92,1398.4,3576,5579,679,8.9
7.32,1398.4,3576,5579,679,8.2
7.21,1398.4,3576,5579,679,8.8
7.3,1398.4,3576,5579,679,9.8
7.27,1398.4,3576,5579,679,9.5
7.05,1398.4,3576,5579,679,9.2
6.62,1398.4,3576,5579,679,8.6
6.79,1398.4,3576,5579,679,9.4
7.56,1398.4,3576,5579,679,9.2
7.61,1289.1,3576,5579,679,9.8
8.28,1289.1,3576,5579,679,10.9
7.08,1289.1,3576,5579,679,9.2
7,1289.1,3576,5579,679,9.2
8.01,1289.1,3576,5579,679,9.7
8.78,1289.1,3576,5579,679,9.3
7.21,1289.1,3576,5579,679,9.9
8.47,1289.1,3576,5579,679,9.4
7.56,1289.1,3576,5579,679,9.3
7.8,1289.1,3576,5579,679,9.8
7.74,1289.1,3576,5579,679,10.1
7.06,1289.1,3576,5579,679,10.1
6.79,1384.8,3576,5579,458,9
7.38,1384.8,3576,5579,458,8.2
7.1,1384.8,3576,5579,458,8.4
7.19,1384.8,3576,5579,458,10.2
6.74,1384.8,3576,5579,458,11.5
7.54,1384.8,3576,5579,458,9.8
5.69,1384.8,3576,5579,458,9
5.78,1384.8,3576,5579,526,8.3
5.85,1384.8,3576,5579,526,7.6
5.86,1384.8,3576,5579,526,8.3
5.88,1384.8,3576,5579,526,8.9
6.5,1384.8,3576,5579,526,8.7
6.74,1384.8,3576,5579,526,8.8
6.63,1384.8,3576,5579,526,11.6
6.42,1384.8,3576,5579,526,9.5
8.22,1384.8,3576,5579,526,10.6
7.29,1610.7,3576,5579,526,9.9
6.15,1610.7,3576,5579,526,9.7
6.46,1610.7,3576,5579,526,9.6
6.78,1610.7,3576,5579,526,8.6
5.59,1610.7,3576,5579,526,8.6
5.27,1610.7,3576,5579,526,6.8
5.69,1610.7,3576,5579,526,7
6.52,1610.7,3576,5579,526,7.5
6.01,1610.7,3576,5579,526,7.6
6.1,1610.7,3576,5579,526,7.6
5,1610.7,3576,5579,526,8.4
5.11,1610.7,3576,5579,562,5.4
3.98,1610.7,3576,5579,562,4.7
5.14,1610.7,3576,5579,562,5.6
4.82,1610.7,3576,5579,562,5.6
3.77,1610.7,3576,5579,562,4
4.46,1610.7,3576,5579,562,4.7
5.67,1610.7,3576,5579,562,7
4.81,1610.7,3576,5579,562,4.9
3.35,1610.7,3576,5579,562,3.8
3.94,1610.7,3576,5579,562,4.2
5.16,1610.7,3576,5579,562,7.6
4.84,1610.7,3576,5579,562,7
4.15,1610.7,3576,5579,562,4.5
4.22,1901.9,3467,5297,562,4.4
4.9,1901.9,3467,5297,562,6.2
6.04,1901.9,3467,5297,562,6.5
4.57,1901.9,3467,5297,562,5.7
5.13,1901.9,3467,5297,562,6.7
5.22,1901.9,3467,5297,562,6.2
4.44,1901.9,3467,5297,562,6.6
4.34,1901.9,3467,5297,562,6.4
4.26,1901.9,3467,5297,562,6.1
4.95,1901.9,3467,5297,562,7.3
4.87,1901.9,3467,5297,562,6.5
4.73,1901.9,3467,5297,562,6.5
4.87,1901.9,3467,5297,562,6.7
5.11,1901.9,3467,5297,562,5.7
4.54,1901.9,3467,5297,562,4.8
4.54,1901.9,3467,5297,562,5.3
3.83,1901.9,3467,5297,562,5.2
4.07,1901.9,3467,5297,562,4.9
3.91,1901.9,3467,5297,562,5
5.21,1901.9,3467,5297,562,6.9
4.9,1791.9,3467,5297,562,5.8
5.27,1791.9,3467,5297,562,5.9
6.22,1791.9,3467,5297,562,7.4
3.77,1791.9,3467,5297,562,4.3
3.94,1791.9,3467,5297,562,5.1
4.07,1791.9,3467,5297,562,4.9
5.18,1791.9,3467,5297,562,6.7
4.25,1791.9,3467,5297,562,4.6
4.39,1791.9,3467,5297,562,4.9
4.63,1791.9,3467,5297,562,6.2
3.96,1791.9,3467,5297,562,5.1
4.14,3390.5,3467,5297,562,5.2
4.23,3390.5,3467,5297,562,5.7
4.36,3390.5,3467,5297,562,6
6.63,3390.5,3467,5297,562,8.9
6.04,3390.5,3467,5297,562,8.1
6.02,3390.5,3467,5297,562,8
5.9,3390.5,3467,5297,562,6.1
5.61,3390.5,3467,5297,562,8
5.96,3390.5,3467,5297,562,8.3
6.44,1910.4,3467,5297,549,9.1
5.88,1910.4,3467,5297,549,7.8
4.47,1910.4,3467,5297,549,5.3
5.78,1910.4,3467,5297,549,7.8
4.92,1910.4,3467,5297,549,8
5.54,1910.4,3467,5297,549,7.5
4.49,1910.4,3467,5297,549,6.5
4.95,1910.4,3467,5297,549,6.9
4.39,1910.4,3467,5297,549,5.2
4.87,1910.4,3467,5297,549,6.3
5.42,1910.4,3467,5297,549,6.3
5.03,1910.4,3467,5297,549,6.7
5.83,1910.4,3467,5297,549,9.5
4.76,1910.4,3467,5297,549,6.1
4.57,1910.4,3467,5297,549,5.9
4.95,1910.4,3467,5297,549,6.2
4.86,1910.4,3467,5297,549,5.9
5.22,1910.4,3467,5297,549,6.4
5.5,1910.4,3467,5297,549,7.5
5.19,1910.4,3467,5297,549,6.8
5.43,1910.4,3467,5297,549,7
4.9,1910.4,3467,5297,549,7.2
5.34,1910.4,3467,5297,549,6.8
4.54,1910.4,2749,5397,549,5.3
5.22,2025.2,2749,5397,549,6.6
5.48,2025.2,2749,5397,549,6.8
5.82,2025.2,2749,5397,549,7.4
6.39,2025.2,2749,5397,549,7.3
4.38,2025.2,2749,5397,549,8.3
5.18,2025.2,2749,5397,549,5.3
5.98,2025.2,2749,5397,549,9
5.94,2025.2,2749,5397,549,8.1
4.98,2025.2,2749,5397,549,6.7
5.29,2025.2,2749,5397,549,7.3
4.74,2025.2,2749,5397,549,8.1
5.64,2025.2,2749,5397,549,6.3
5.22,2025.2,2749,5397,549,6.2
4.86,2025.2,2749,5397,549,6.6
5.3,2025.2,2749,5397,549,5.9
6.26,2025.2,2749,5397,549,6.5
5.54,2025.2,2749,5397,549,5.6
5.72,2025.2,2749,5397,549,7.1
5.82,2025.2,2749,5397,381,6.5
4.09,2025.2,2749,5397,381,5.9
4.52,2025.2,2749,5397,381,5.4
4.06,2025.2,2749,5397,381,5.5
4.09,2025.2,2749,5397,381,5.8
4.42,2025.2,2749,5397,381,5.9
4.63,2025.2,2749,5397,381,6.1
4.31,1454.5,2749,5397,381,4.9
3.93,1454.5,2749,5397,381,5.4
4.3,1454.5,2749,5397,381,5.1
4.58,1454.5,2749,5397,381,5.3
4.44,1454.5,2749,5397,381,5.6
4.66,1454.5,2749,5397,381,5.4
3.85,1454.5,2749,5397,381,4.6
3.96,2021.6,2749,5397,381,6.3
5.34,2021.6,2749,5397,381,7.4
5.29,2021.6,2749,5397,381,6.7
5.35,2021.6,2749,5397,381,6.9
4.2,2021.6,2749,5397,381,4.7
5.21,2021.6,2749,5397,381,5.5
4.95,2021.6,2749,5397,381,5.3
4.95,2021.6,2749,5397,381,6
4.55,2021.6,2749,5397,381,4.7
4.49,2021.6,2749,5397,381,5.2
4.22,2021.6,2749,5397,381,4.9
4.6,2021.6,2749,5397,381,5.1
4.07,2143.5,3126,5325,462,4.6
3.88,2143.5,3126,5325,462,5.6
5.08,2143.5,3126,5325,462,6.6
4.25,2143.5,3126,5325,462,5.3
4.25,2143.5,3126,5325,462,7
6.12,2143.5,3126,5325,462,7
7.5,2143.5,3126,5325,462,13.2
4.38,2143.5,3126,5325,462,6.6
5.11,2143.5,3126,5325,462,5.9
4.41,2143.5,3126,5325,462,7.9
5.7,2143.5,3126,5325,161,10.8
6.98,2143.5,3126,5325,161,9.9
8.86,2143.5,3126,5325,161,12.3
10.17,2143.5,3126,5325,161,12.1
10.12,2143.5,3126,5325,161,13.3
8.92,2143.5,3126,5325,161,11.1
9.86,2143.5,3126,5325,161,12.1
11.88,2143.5,3126,5325,161,13.7
9.74,2143.5,3126,5325,161,11.7
9.26,2143.5,3126,5325,161,13.3
9.18,2143.5,3126,5325,161,10.6
11.48,1358.6,4152,2696,161,17.4
10.42,1358.6,4152,2696,161,14
10.98,1358.6,4152,2696,161,11.2
12.34,1358.6,4152,2696,161,12.7
10.94,1358.6,4152,2696,161,12.8
10.5,1358.6,4152,2696,161,13.5
9.86,1358.6,4152,2696,161,10
10.52,1358.6,4152,2696,161,12.3
10.41,1358.6,4152,2696,161,14.7
10.79,1358.6,4152,2696,161,12.7
10.94,1358.6,4152,2696,161,15.1
10.36,1358.6,4152,2696,161,12.3
9.88,1358.6,4152,2696,161,14
10.55,1358.6,4152,2696,161,15.1
9.5,1358.6,4152,2696,161,11.7
10.94,1358.6,4152,2696,161,14.3
10.14,1358.6,4152,2696,161,13.4
10.74,1358.6,4152,2696,161,13.5
10.41,1358.6,4152,2696,161,12.8
5.83,1358.6,4152,2696,3010,7.6
6.31,1358.6,4152,2696,3010,9
6.36,1358.6,4152,2696,3010,8.1
2.57,1060.8,2956,2545,1289,2.65
4.07,1060.8,2956,2545,1289,4.6
5.7,1264.3,4194,0,1253,9.4
7.62,1264.3,4194,0,1253,9.9
7.96,1264.3,4194,0,1253,10.3
7.19,1264.3,4194,0,1253,8.4
6.65,1264.3,4194,0,1253,8.9
6.5,1264.3,4194,0,1253,9
5.78,1264.3,4194,0,1253,7.8
4.63,1082.1,2729,2666,1253,6
4.97,1082.1,2729,2666,1253,6.7
5.82,1082.1,2729,2666,1253,6
4.81,1082.1,2729,2666,1253,5.7
4.74,1082.1,2729,2666,1253,6.4
5.61,1082.1,2729,2666,1253,6.1
4.17,1082.1,2729,2666,1253,5.3
5.3,1082.1,2729,2666,125,5.6
5.06,1082.1,2729,2666,125,6.3
4.87,1082.1,2729,2666,125,6.5
4.7,1082.1,2729,2666,125,6.2
4.92,1082.1,2729,2666,125,5.8
5.16,1082.1,2729,2666,125,6
4.82,1082.1,2729,2666,125,6.8
5.66,1082.1,2729,2666,125,7.2
5.14,1082.1,2729,2666,125,5.9
5.42,1082.1,2729,2666,125,6.1
5.88,1082.1,2729,2666,125,6.4
4.76,1082.1,2729,2666,125,6.4
4.74,1082.1,2729,2666,125,6.4
3.93,1358.6,4152,2696,1645,4.9
4.86,1358.6,4152,2696,1645,5.3
3.96,1358.6,4152,2696,1645,5.6
4.36,1358.6,4152,2696,1645,4.5
3.96,1358.6,4152,2696,1645,4.7
4.5,1358.6,4152,2696,1645,5.4
5.32,1358.6,4152,2696,1645,5.5
4.25,1358.6,4152,2696,1645,7.2
5.72,1358.6,4152,2696,1645,9
6.09,1358.6,4152,2696,1645,9.5
4.65,1158.5,4152,2696,1645,8.2
5,1158.5,4152,2696,1645,5.6
4.12,1158.5,4152,2696,1645,9.3
3.93,1158.5,4152,2696,1645,4.8
4.6,1158.5,4152,2696,1645,4.9
3.66,1158.5,4152,2696,1645,6
4.2,1158.5,4152,2696,1645,5.4
3.59,1158.5,4152,2696,1645,3.9
4.04,1158.5,4152,2696,1645,4.5
4.34,1158.5,4152,2696,1645,4.5
5.11,1158.5,4152,2696,1645,8.2
3.77,1158.5,4152,2696,1645,6.3
4.25,1158.5,4152,2696,1645,6
4.23,1158.5,4152,2696,1645,4.5
3.77,1158.5,4152,2696,1645,4.4
5.03,1158.5,4152,2696,1645,5.3
3.99,1158.5,4152,2696,1645,5.3
4.33,1158.5,4152,2696,1645,6
4.31,1158.5,4152,2696,1645,4.5
4.52,1158.5,4152,2696,1645,5.1
4.41,1158.5,4152,2696,1645,5.9
3.99,1158.5,4152,2696,1645,5
3.5,1158.5,4152,2696,1645,4.5
3.88,1158.5,4152,2696,1645,5.1
3.5,1514.5,4152,2696,1645,4.7
3.8,1514.5,4152,2696,1645,5
3.42,1514.5,4152,2696,1645,6.2
3.29,1514.5,4152,2696,1645,7.2
4.44,1514.5,4152,2696,1645,6.6
4.63,1514.5,4152,2696,1645,5.7
4.65,1514.5,4152,2696,1645,4.8
4.14,1514.5,3956,2548,575,4.3
3.7,1514.5,3956,2548,575,3.8
