AC1,AC2,AC3,BE1,BE2,BE3,D1,D2,D3,F1,F2,F3,G1,G2,G3,H1,H2,H3,PCI
0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
0.0,0.0,1.84,1.4,0.66,1.05,0.0,0.78,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,64.0
0.0,0.98,0.0,0.0,0.15,0.0,0.0,0.9,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
0.45,0.0,0.95,1.115,0.0,0.45,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.98,0.0,0.0,0.0,0.156,0.48,0.0,0.0,0.0,64.0
0.665,3.05,0.995,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0.0,0.45,0.7,2.77,0.55,0.56,0.0,0.796,1.28,0.0,0.12,1.2,0.0,0.0,0.11,0.48,0.0,0.0,34.0
0.6,1.12,2.53,0.0,1.56,0.23,0.0,0.26,0.32,0.05,0.06,0.01,0.0,0.0,0.12,0.23,0.0,0.26,34.0
0.73,0.0,0.23,0.0,0.26,2.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,82.0
0.66,0.0,0.5,0.15,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,58.0
0.0,0.43,1.3,0.14,0.66,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.72,0.0,0.0,0.0,0.26,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,1.2,36.0
0.22,1.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,50.0
0.6,0.66,0.51,0.0,1.23,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,62.0
0.6,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.8,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,44.0
0.0,0.65,0.1,0.0,1.22,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.0,0.0,74.0
0.5,0.12,0.23,0.36,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,70.0
0.3,0.23,0.69,0.0,0.0,0.0,0.0,0.3,0.15,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,54.0
0.68,1.23,0.1,0.0,0.33,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.55,54.0
0.0,0.0,0.33,0.0,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,76.0
0.0,0.61,0.23,0.45,0.32,1.25,0.21,0.49,0.0,0.1,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,28.0
1.23,0.36,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.7,0.0,0.0,0.0,0.0,0.0,0.44,0.0
0.8,0.0,0.9,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.756,1.23,0.6,0.15,0.62,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.23,0.15,0.23,0.0,0.0,62.0
1.23,0.25,0.7,0.66,0.0,0.0,0.0,1.01,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,58.0
0.2,1.79,0.0,0.0,0.0,0.0,0.513,0.3,0.83,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.55,8.0
0.1,0.2,0.2,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.4,0.0,54.0
0.62,1.22,0.12,0.12,1.23,0.0,0.12,0.122,0.45,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.0,0.0,70.0
1.2,0.0,0.9,0.0,0.0,0.0,0.36,0.4,0.0,0.0,0.2,0.0,0.36,0.0,0.0,0.15,0.0,0.6,48.0
1.5,1.96,0.2,1.65,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,35.0
0.53,0.47,0.98,0.0,0.23,1.05,0.3,0.01,0.11,0.08,0.0,0.0,0.0,0.15,0.04,0.0,0.25,0.5,60.0
0.0,0.23,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
1.83,0.6,0.12,1.85,0.12,0.0,0.22,0.34,0.0,0.04,0.01,0.4,0.45,0.0,0.0,0.15,0.0,0.0,18.0
0.0,1.11,0.66,0.0,0.0,0.0,0.75,0.15,0.3,0.0,0.0,0.0,0.0,0.45,0.05,0.0,0.0,0.0,52.0
0.6,0.9,0.33,0.25,1.23,0.98,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.5,72.0
0.6,0.3,0.48,0.0,1.01,0.15,0.0,0.3,0.15,0.4,0.0,0.08,0.0,0.56,0.0,0.0,0.0,0.0,28.0
2.24,0.0,0.27,0.0,1.35,0.0,0.3,0.0,0.6,0.0,0.2,0.0,0.55,0.0,0.2,0.56,0.0,0.0,32.0
0.45,0.0,0.11,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.15,50.0
0.33,2.05,0.15,0.0,0.32,0.56,0.12,0.0,0.0,0.0,0.0,0.4,0.0,0.65,0.05,0.0,0.56,0.0,18.0
3.05,0.48,0.6,0.6,0.23,0.17,0.12,0.0,0.37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
0.15,0.0,1.63,0.0,0.0,0.0,0.5,0.15,0.0,0.0,0.23,0.0,0.36,0.0,0.25,0.0,0.0,0.78,48.0
0.3,0.26,0.22,0.0,1.05,0.0,0.3,0.56,0.45,0.0,0.0,0.0,0.0,0.87,0.0,0.0,1.25,0.0,58.0
0.0,1.91,0.22,0.0,0.6,0.26,0.43,0.0,0.15,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0
0.856,0.0,1.13,1.3,0.6,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.79,0.15,0.0,0.0,0.15,74.0
0.0,0.23,1.05,0.1,0.25,0.56,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.0,60.0
0.38,0.33,0.16,0.0,0.18,0.45,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1.0,1.25,0.645,0.66,0.23,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.99,0.19,0.0,0.0,0.5,56.0
0.61,1.7,0.6,0.0,0.66,0.66,0.0,0.21,0.48,0.01,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
0.37,0.0,1.05,1.455,0.23,0.0,0.0,0.0,0.45,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.3,0.0,24.0
0.8,0.8,0.33,0.0,0.62,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.15,0.56,0.0,0.0,0.5,50.0
0.0,0.2,0.3,1.25,0.35,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.23,0.45,1.81,0.0,0.2,0.0,0.33,0.0,0.69,0.0,0.01,0.4,0.25,0.0,0.0,0.0,0.25,0.0,14.0
0.6,0.16,0.0,0.0,0.2,0.0,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,68.0
0.45,0.14,0.0,0.0,0.9,1.0,0.0,0.25,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.0,1.2,0.0,1.22,0.15,0.0,0.0,0.1,0.63,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.455,0.0,54.0
0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.5,60.0
0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.22,0.5,0.0,0.0,0.03,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,94.0
0.6,0.23,0.6,0.0,0.2,0.0,0.0,0.76,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.6,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
0.0,0.3,0.6,0.6,0.0,0.4,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,56.0
1.5,2.4,0.0,0.1,1.2,0.1,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2.18,1.2,0.605,0.0,0.84,0.78,0.3,0.12,0.53,0.15,0.0,0.06,0.15,0.0,0.63,0.66,0.0,0.8,28.0
0.0,0.99,1.59,0.0,1.9,2.96,0.22,0.7,0.23,0.0,0.06,0.0,0.0,0.23,0.0,0.0,0.0,0.0,38.0
0.0,0.56,0.85,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.66,0.0,0.0,0.0,58.0
1.29,0.6,0.0,0.0,0.0,0.8,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.6,0.473,0.0,0.56,0.65,1.91,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,32.0
0.0,0.25,0.65,0.0,0.0,0.78,0.23,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,74.0
0.0,0.95,1.1,0.0,1.6,0.0,0.23,0.6,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0
0.6,0.0,0.56,0.0,1.2,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
0.45,0.0,0.0,0.0,0.23,0.0,0.32,0.62,0.556,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,48.0
0.0,1.46,1.16,0.0,0.0,0.69,0.1,0.3,0.26,0.0,0.03,0.0,0.3,0.3,0.0,0.0,0.0,0.45,50.0
0.0,0.65,1.8,0.0,2.1,0.0,0.21654,0.23,0.6,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,40.0
0.62,0.66,0.662,0.0,0.0,0.54,0.51,0.6,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.451,0.0,0.0,42.0
0.23,1.44,1.21,0.0,0.96,0.6,0.0,0.37,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,54.0
0.0,1.1,0.94,0.0,0.8,1.23,0.0,0.0,1.03,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.69,28.0
0.0,0.0,0.26,0.0,0.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.455,0.12,0.0,0.0,72.0
1.73,1.6,0.26,0.0,0.0,0.5,0.15,0.63,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.89,0.0,0.63,0.0,2.75,0.0,0.0,0.85,0.717,0.0,0.0,0.06,0.15,0.22,0.0,0.0,0.66,0.0,26.0
0.0,0.0,2.14,1.23,0.0,1.22,0.7,0.0,0.12,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,60.0
0.78,1.475,0.0,0.0,0.9,0.5,0.63,0.42,0.323,0.0,0.05,0.0,0.0,0.0,0.45,0.0,0.0,1.23,36.0
