AC1,AC2,AC3,BE1,BE2,BE3,D1,D2,D3,F1,F2,F3,G1,G2,G3,H1,H2,H3,PCI
0.0,1.3,0.0,0.0,2.1,0.0,0.0,0.03,1.3,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,40.0
0.66,0.0,0.6656,0.0,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,4.5
0.6,1.12,0.15,0.0,0.0,0.23,0.23,0.22,0.14,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.71,0.6,0.0,0.0,2.16,0.512,0.0,0.76,0.6,0.0,0.0,0.0,0.0,0.0,0.99,0.85,0.0,1.56,48.0
0.25,0.54,1.15,0.0,0.6,0.0,0.9,0.26,0.0,0.3,0.0,0.0,0.66,0.0,0.0,0.11,0.0,0.0,52.0
0.27,0.55,0.6,0.0,0.0,3.75,0.215,0.71,0.0,0.0,0.07,0.0,0.0,0.55,0.0,0.0,0.18,0.0,58.0
0.653,0.33,0.74,0.0,0.85,0.81,0.32,0.96,0.72,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,62.0
0.3,0.0,1.05,0.0,1.23,0.0,0.0,0.68,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.96,20.0
0.37,2.175,0.066,0.0,0.3,0.0,0.056,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,72.0
0.6,0.0,0.765,0.0,0.85,0.51,0.656,0.6,0.15,0.0,0.08,0.0,0.0,0.0,0.96,0.0,0.6,0.0,50.0
0.0,0.77,1.8,0.0,0.65,0.0,0.9,0.74,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1.65,0.75,0.11,0.0,0.0,0.99,0.29,0.0,0.1,0.0,0.0,0.14,0.0,0.33,0.0,0.0,0.0,0.66,32.0
0.0,0.23,0.0,0.0,0.58,0.26,0.0,0.0,0.23,0.0,0.0,0.0,1.2,0.0,0.33,0.23,0.14,0.0,58.0
0.0,0.96,0.606,0.0,0.0,0.0,0.0,0.482,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
0.85,0.71,1.325,0.0,0.66,0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,62.0
0.74,1.12,0.56,0.0,1.14,0.0,0.816,2.28,0.0,0.09,0.0,0.11,0.3,0.0,0.74,0.0,0.0,0.66,28.0
0.705,0.0,0.0,0.0,0.0,2.212,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.47,0.0,82.0
0.0,0.63,1.38,0.0,0.0,0.25,0.126,0.0,0.0,0.0,0.1,0.0,0.0,0.33,0.0,0.0,0.0,0.0,56.0
0.516,0.9,0.55,0.0,2.336,1.245,0.0,0.0,0.56,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,60.0
0.56,0.5,1.73,0.0,0.5,0.45,0.32,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.6,0.0,0.0,60.0
0.0,1.1,2.938,0.0,1.48,1.83,0.216,1.05,1.1,0.8,0.11,0.0,0.0,0.66,0.0,0.0,0.455,0.78,12.0
0.0,0.0,1.6,0.0,1.35,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.66,0.0,0.23,0.55,0.0,0.0,20.0
0.165,0.12,0.5,0.0,0.48,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
0.65,1.2,1.53,0.0,1.0,0.5,0.51,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.32,0.0,0.65,0.0,24.0
0.4,0.0,0.15,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.45,0.0,1.33,0.0,0.0,78.0
1.0,0.15,0.8,0.0,0.33,1.98,0.15,0.0,0.44,0.0,0.0,0.08,0.0,0.3,0.0,0.47,0.0,0.0,38.0
0.36,0.0,1.1,0.0,0.0,0.0,0.36,0.85,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,66.0
0.15,0.48,0.32,0.0,1.2,0.0,0.66,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,0.564,0.0,0.69,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
0.0,0.63,0.0,0.0,2.6356,0.75,0.31,0.7255,0.2,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,64.0
0.0,0.06,0.0,0.0,0.31,0.88,0.1,0.426,0.21,0.0,0.0,0.0,0.0,0.0,0.32,0.6,0.0,0.0,68.0
0.05,0.0,0.756,0.0,0.31,0.0,0.68,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.12,0.6,0.42,0.0,0.06,0.66,0.0,0.0,1.17,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,40.0
0.21,1.05,0.45,0.0,0.0,0.12,0.3,0.66,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,54.0
0.0,0.14,0.98,0.66,0.32,1.42,0.66,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.9,0.3,0.0,0.23,0.76,0.0,0.3,0.91,0.0,0.0,0.0,0.0,0.33,0.0,0.23,0.0,0.0,50.0
0.1,0.49,0.3,0.0,0.7,0.09,0.147,0.0,0.6,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,46.0
0.515,0.0,0.28,0.68,0.0,1.62,0.362,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.165,0.0,0.51,0.0,74.0
0.0,0.0,0.0,0.15,0.0,0.11,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,82.0
0.05,0.32,0.0,0.0,1.46,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.15,0.459,0.63,0.0,0.0,0.4,0.0,0.63,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.33,0.0,0.0,84.0
0.874,0.26,0.15,0.0,0.6,0.85,0.0,0.16,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.56,0.5,1.26,0.66,0.0,0.08,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.45,1.036,0.22,0.0,2.6,0.0,0.74,0.58,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.321,0.0,0.0,0.75,0.23,0.0,0.0,1.0,0.66,0.0,0.0,0.0,0.23,0.15,0.56,0.0,0.6,58.0
0.0,0.0,0.0,0.55,0.33,0.64,0.21,0.55,0.05,0.0,0.0,0.0,0.0,0.15,0.66,0.0,0.66,0.0,66.0
0.0,0.0,0.32,0.0,0.0,0.2,0.12,0.0,0.23,0.09,0.02,0.02,0.11,0.23,0.0,0.11,0.12,0.0,46.0
1.2,0.0,0.0,0.23,0.0,0.0,0.2,0.12,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.22,0.3,62.0
0.0,1.11,0.0,0.11,0.67,0.77,0.0,0.2,0.23,0.04,0.09,0.0,0.0,0.0,0.22,0.15,0.0,0.0,40.0
0.98,0.0,0.0,0.26,1.42,0.0,0.12,0.212,0.0,0.0,0.0,0.06,0.0,0.15,0.56,0.0,0.65,0.0,48.0
0.3,0.67,0.2,0.89,0.23,0.0,0.0,0.52,0.15,0.0,0.0,0.0,0.0,0.0,0.63,0.11,0.85,0.0,64.0
0.0,0.0,0.0,0.0,0.96,1.35,0.0,0.55,0.0,0.0,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.6,66.0
0.0,0.0,1.2,0.0,0.78,0.11,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.33,0.0,0.0,0.32,32.0
0.0,0.66,0.6,0.78,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.2,0.0,0.11,0.0,0.0,0.15,0.0,26.0
1.476,0.6,0.95,0.32,0.62,1.41,0.0,1.166,0.126,0.0,0.01,0.12,0.0,0.05,0.15,0.0,0.2,0.2,30.0
0.0,0.66,0.0,0.32,0.66,0.0,0.0,0.43,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.66,0.0,74.0
0.0,0.0,0.0,0.2,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,88.0
0.0,2.13202,0.0,0.12,0.2,0.501,0.6,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,58.0
1.2,0.6,1.15,0.0,0.0,0.3,0.78,0.25,1.02,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.3,0.0,20.0
0.66,0.7,0.66,0.0,0.0,0.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.0,0.32,0.0,0.0,0.0,0.0,0.51,0.0,0.33,0.0,0.07,0.0,0.0,0.0,0.6456,0.1,0.0,0.0,65.0
0.42,0.06,0.56,0.12,0.46,0.15,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,72.0
1.36,0.0,0.11,0.0,0.145,0.22,0.12,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
1.308,0.712,0.3976,0.0,0.0,0.0,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
1.0,0.0,1.01,0.23,0.0,0.32,0.2015,0.5,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1.2,0.13,0.262,0.1,0.1,0.27,0.023,0.12,0.23,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.015,0.0321,0.0,0.6,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.11,0.15,0.0,0.51,0.623,0.71,0.031,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.25,1.1906,0.662,0.0,0.15,0.32,0.021,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.33,0.6,1.521,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.0,38.0
0.6,0.6,0.12,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,82.0
0.03,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,76.0
0.0,0.0,0.642,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.1,0.43,0.0,0.0,0.0,0.0,0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.0,0.49,0.0,0.0,0.35,0.0,0.11,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
0.0,0.0,0.23,0.12,0.0,0.12,0.0,0.12,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
0.321,0.21,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.11,82.0
0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
0.21,0.79,0.53,0.0,1.2,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.0,0.0,0.0,0.322,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
0.0,0.55,0.15,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,84.0
0.43,0.0,0.26,0.0,0.0,0.0,0.1551,0.772,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,64.0
0.252,0.0,0.0,0.12,0.0,0.15,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,88.0
0.0,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.1,0.0,0.0,0.33,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,0.0,0.46,0.0,0.0,0.0,0.1,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,76.0
0.18,0.3301,1.23,0.0,0.0,0.12,0.0,0.032,0.0,0.09,0.0,0.0,0.0,0.05,0.0,0.33,0.0,0.01,62.0
0.17,0.23,0.21,0.0,0.0,0.1,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,86.0
0.0,0.0,0.25,0.0,0.0,0.11,0.15,0.19,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
0.031,0.12,0.38,0.3,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.47,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.132,0.0,0.24,0.0,0.11,0.123,0.0,0.16,0.12,0.33,0.0,0.01,0.0,0.0,0.2,0.123,0.0,0.0,48.0
0.242,0.0,0.752,0.12,0.0,0.0,0.155,0.12,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.64,0.0,0.0,0.0,0.18,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
0.291,0.0,0.17,0.0,0.0,0.0,0.1232,0.515,0.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,74.0
0.26,1.2,0.12,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.41,0.0,0.63,0.0,0.0,0.67,0.23,0.2,0.012,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,58.0
0.4031,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.41,0.0,0.12,0.151,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
0.0,0.18,0.12,0.0,0.32,0.0,0.482,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.934,0.0,0.132,0.0,0.0,0.4452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,1.01,0.1233,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.008,0.0,0.0,54.0
0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,86.0
0.443,0.0,1.09,0.0,0.0,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
0.0,0.15,0.0,1.23,0.255,0.795,0.2,0.21,0.351,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,80.0
0.21,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
0.0,0.0,0.52,0.145,0.0,0.0,0.405,0.0,0.2,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,62.0
0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,92.0
0.63,0.0,0.95,0.15,0.0,0.23,0.32,0.0,0.57,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,67.0
0.0,0.41,0.0,0.96,0.0,0.12,0.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,78.0
0.0,0.33,0.0,0.0,0.68,0.48,0.23,0.583,0.1,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,80.0
0.85,0.23,0.12,0.0,0.0,0.0,0.0,0.38,0.62,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
0.52,0.0,0.0,0.0,0.63,0.0,0.415,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,52.0
0.0,0.62,0.26,0.0,0.0,0.4,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
0.0,1.6556,0.89,0.0,0.11,0.15,0.0,0.15,0.0,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,71.0
0.0,0.0,0.18,0.0,0.15,0.36,0.15,0.33,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,64.0
0.55,0.0,0.23,0.0,0.0,0.73,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
0.0,1.241,0.0,0.0,0.63,0.85,0.0,0.0,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
1.17,0.41,0.3,0.0,0.15,0.0,0.0,1.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.1251,0.66,0.0,0.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.73,0.36,0.0,0.0,0.0,0.36,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,58.0
0.15,0.0,0.0,0.15,0.63,0.54,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
0.42,0.0,0.0,0.67,0.0,0.33,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,74.0
0.0,0.0,0.6,0.5,0.6,0.81,0.0,0.6521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
1.31,2.11,0.0,0.32,0.0,0.12,0.0,0.652,0.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,66.0
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
0.15,1.18,0.0,0.233,0.43,0.47,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
1.01,0.0,0.15,0.0,0.0,0.25,0.81,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.0,0.0,0.52,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.6256,0.561,0.41,0.0,0.26,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.0,0.0,1.47,0.63,0.0,0.36,0.0,0.11,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,70.0
0.056,0.36,0.33,0.15,0.15,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
0.51,0.0,0.45,0.32,0.48,0.36,0.32,0.0,0.15,0.0,0.01,0.0,0.0,0.3,0.0,0.015,0.15,0.0,66.0
